quem descobriu o primeiro ovo de dinossauro?	Jean Jacques Pouech
onde foi a primeira descoberta de ovo de dinossauro?	No Sudeste da França
o que fez Jean Jacques Pouech?	Descobriu o primeiro ovo de dinossauro na França
Quais os ovos mais preservados de dinossauro?	Ovos mais preservados foram encontrados em 1869 por Matheron
O que era de pássaros gigantes?	A primeira descoberta verdadeira de um ovo de dinossauro
De que dinossauro era o primeiro ovo achado?	De um pássaro gigantesco
Matheron se enganou ao ver os ovos?	Sim, ele achou que eram de crocodilos gigantes
Quando foi encontrado os ovos mais preservados de dinossauros?	em 1869
quando foi encontrado os primeiros ovos de dinossauros?	Não há essa informação no texto
Qual a relevância da França no texto?	Foi o lugar onde se encontrou o primeiro ovo de dinossauro.
O que Matheron fez?	Descobriu os ovos mais preservados de dinossauro.
Que encontrou os ovos mais preservados de dinossauros?	Matheron em 1869
quando foi a primeira descoberta de ovos de dinoussauros?	Não há essa informação no texto, porém os ovos mais preservados foram encontrados em 1869.
Qual a relação entre Jean Jacques Pouech e Matheron?	Ambos encontraram ovos de dinossauros.
Qual a relação entre Matheron e Jean Jacques Pouech?	Ambos encontraram ovos de dinossauros.
