de quem é o texto?	Friedrich Nietzsche
de quem é a citaçao?	Nietzsche
de que livro é esse trecho?	Humano, Demasiado Humano
Qual a editora do livro?	Cia das Letras
de que ano é o livro?	2000
de onde é a editora?	São Paulo
qual a vantagem de ter péssima memória?	divertir-se muitas vezes com as mesmas coisas boas como se fosse a primeira vez.
qual a desvantagem de ter boa memória?	infere-se que ao ter boa memória não se diverte mais com as mesmas coisas porque elas se tornam conhecidas e monótonas
a primeira vez é mais divertida, justifique?	a citação defende que sim ao equiparar a vantagem de divertir-se muitas vezes ao ter péssima memória com a primeira vez de um evento
qual a citação do texto?	"A vantagem de ter péssima memória é divertir-se muitas vezes com as mesmas coisas boas como se fosse a primeira vez."
qual o autor do texto?	Friedrich Nietzsche
qual a referência do texto?	Humano, Demasiado Humano. São Paulo: Cia das Letras, 2000.
qual a conclusão de se ter péssima memória?	Diverti-se como se fosse a primeira vez com as coisas
qual a primeira premissa?	P: Ter péssima memória
qual a segunda premissa?	Q: Divertir-se muitas vezes com as mesmas coisas boas como se fosse a primeira vez
como formalizar isso em lógica proposicional?	P → Q, onde P: Ter péssima memória e Q: Divertir-se muitas vezes com as mesmas coisas boas como se fosse a primeira vez
qual o antecedente da frase?	Ter péssima memória
qual o consequente da frase?	Divertir-se muitas vezes com as mesmas coisas boas como se fosse a primeira vez
