Qual é o artigo do Código Tributário Nacional que trata da interpretação literal da legislação tributária sobre isenção?	Art. 111.
O artigo 111 do Código Tributário Nacional recebe críticas de parte da doutrina?	Sim.
O que alguns julgados oriundos de tribunais superiores têm acolhido?	A interpretação literal da legislação tributária sobre isenção.
Qual é o princípio presente no artigo 111 que tem sido aplicado em alguns casos?	A interpretação literal.
A utilização apenas da técnica de interpretação literal é defendida por toda a doutrina?	Não, parte da doutrina critica essa abordagem.
Em legislação sobre a outorga de isenções, é permitido fazer uso de analogia?	Não, de modo geral, a analogia é vedada.
Além dos requisitos presentes nos textos legais, quais outros tipos de restrições podem ser impostas para a fruição de benefícios fiscais?	Restrições estabelecidas por atos normativos infralegais, como um Ato Declaratório Normativo expedido pela Secretaria da Receita Federal do Brasil.
Quais elementos da norma podem ser ponderados pelo aplicador do direito?	Os elementos sistemáticos e finalísticos.
A interpretação literal da legislação que dispõe sobre a outorga de isenções permite uma interpretação mais ampla?	Não, o comando legal sugere uma interpretação literal.
Quem é responsável por controlar a conveniência política da isenção tributária?	O Poder Judiciário não tem controle neste aspecto.
A isenção tributária é um instrumento de materialização de que?	De conveniência política.
Quem é beneficiado pela isenção tributária?	Determinadas situações merecedoras de tratamento privilegiado.
A interpretação literal é a única forma de interpretação defendida pelos julgados oriundos de tribunais superiores?	Não, há casos de aplicação mais ampla da norma.
A ponderação dos elementos sistemáticos e finalísticos da norma é vedada?	Não, é permitida.
A isenção tributária está sujeita a controle do Poder Judiciário?	Não, neste aspecto não.
qual o assunto do texto acima?	é uma questão de concurso de direito Tributário
a questão é de que banca?	ESAF
a questão é para qual cargo?	ATRF
A questão é de que ano?	2009
quantas alternativas tem a questão?	5 alternativas
a questão é de alternativas ou certo e errado?	alternativas
qual a alternativa a?	de modo geral, podemos afirmar que é vedada a analogia em legislação que verse sobre a outorga de isenções.
qual a alternativa b?	requisitos estabelecidos por ato normativo infralegal, como um Ato Declaratório Normativo expedido pela Secretaria da Receita Federal do Brasil, por exemplo, podem impor restrições válidas, além daquelas contidas em textos legais, para a fruição de benefícios fiscais.
qual a alternativa c?	não é vedada a ponderação dos elementos sistemáticos e finalísticos da norma por parte do aplicador do direito.
Qual a alternativa d?	embora o comando legal seja no sentido de que seja dada interpretação literal à legislação que disponha sobre a outorga de isenções, admite-se uma interpretação mais ampla da referida norma.
Qual é a alternativa e?	a isenção tributária revela-se instrumento de materialização de conveniência política, insuscetível, neste aspecto, de controle do Poder Judiciário, na concretização de interesses econômicos e sociais, estimulando e beneficiando determinadas situações merecedoras de tratamento privilegiado.
qual é o texto da primeira alternativa?	de modo geral, podemos afirmar que é vedada a analogia em legislação que verse sobre a outorga de isenções.
Qual é a letra da primeira alternativa?	A
qual é a letra da última alternativa?	E
o texto é publicitário?	não
o texto é sexual?	não
o texto é sobre impostos?	Sim
O texto tem conteúdo de Direito?	Sim
quantos exemplos de aplicação do princípio estão corretos nas alternativas?	4
quantos exemplos de aplicação do princípio não estão corretos nas alternativas?	1
