Quais são as categorias de cursos disponíveis?	Ambiente e Saúde, Ciências Exatas, Ciências Humanas, Educação, Educação a Distância, Gestão e Negócios, Idiomas, Línguas e Literatura, Informática, Infraestrutura, Pré-IFRS, Produção Alimentícia, Recursos Naturais, Turismo e Hospitalidade, Turmas Anteriores e Turmas via Parceria.
O que é necessário para se inscrever nos cursos?	Conhecimento básico em internet.
Qual é a carga-horária do curso "Conhecendo o IFRS - Turma 2023B"?	4 horas.
Até quando é possível concluir o curso "Conhecendo o IFRS - Turma 2023B"?	Até 31/01/2024.
Qual é o público-alvo do curso "Conhecendo o IFRS - Turma 2023A"?	Comunidade em geral que queira conhecer mais sobre o IFRS.
Qual é o requisito para se inscrever nos cursos?	Conhecimento básico em internet.
Quantos módulos existem no curso "Conhecendo o IFRS - Turma 2023A"?	01 módulo.
Qual é a instituição responsável pelos cursos?	IFRS.
Qual é o nível dos cursos oferecidos?	Básico.
Em qual idioma são ministrados os cursos?	Português.
Quando termina o prazo para concluir o curso "Conhecendo o IFRS - Turma 2023A"?	Até 31/07/2023.
O curso "Conhecendo o IFRS" possui tutoria?	Não, a metodologia é sem tutoria.
Quem pode se inscrever nos cursos?	A comunidade em geral.
Quais são as opções disponíveis para quem já está inscrito?	Utilizar a opção "Meus cursos" para conferir a lista de cursos.
Onde estão localizados os cursos gratuitos e abertos?	Estão na página inicial do site.
Qual é o conteúdo abordado nos cursos "Conhecendo o IFRS"?	Sobre o IFRS.
Quais são os dados de contato do suporte?	Rua Gen. Osório, 348, Bento Gonçalves/RS.
O site possui perguntas frequentes disponíveis?	Sim.
Quais são os termos e condições de uso do site?	Estão disponíveis no site.
O site possui um aviso de privacidade e proteção de dados pessoais?	Sim.
Qual é a carga-horária dos cursos?	4 horas.
Qual é a instituição responsável pelos cursos?	IFRS.
O site oferece suporte de contato?	Sim.
Quem pode se inscrever nos cursos oferecidos?	A comunidade em geral.
Qual é a duração do curso "Conhecendo o IFRS - Turma 2023A"?	Até 31/07/2023.
O curso "Conhecendo o IFRS - Turma 2023B" possui tutoria?	Não, a metodologia é sem tutoria.
Qual é o objetivo dos cursos gratuitos e abertos oferecidos?	Oferecer conhecimento para a comunidade em geral.
Quais são as categorias de cursos oferecidos?	Ambiente e Saúde, Ciências Exatas, Ciências Humanas, Educação, Educação a Distância, Gestão e Negócios, Idiomas, Línguas e Literatura, Informática, Infraestrutura, Pré-IFRS, Produção Alimentícia, Recursos Naturais, Turismo e Hospitalidade, Turmas Anteriores e Turmas via Parceria.
Quais são os requisitos para se inscrever nos cursos?	Conhecimento básico em internet.
Quais são os prazos para concluir os cursos oferecidos?	Os prazos variam de acordo com cada curso.
