o que é Mobil Super 3000 Formula D1 5W-30?	um óleo sintético
o que é Mobil Super 3000 Formula D1 5W-30?	um óleo sintético para motor
o que é Mobil Super 3000 Formula D1 5W-30?	um óleo sintético para motores
o Mobil Super 3000 Formula D1 5W-30 proporciona excelente proteção?	sim
quantos litros vem óleo Mobil Super 3000 Formula D1 5W-30?	1 litro
quantos litros vem?	1 litro
o MOBIL SUPER 5W-30 SINTÉTICO D1 5W-30 API SP (1 Litro) serve para veículos de passeios?	sim
o MOBIL SUPER 5W-30 SINTÉTICO D1 5W-30 API SP (1 Litro) serve para veículos novos?	sim
o MOBIL SUPER 5W-30 SINTÉTICO D1 5W-30 API SP (1 Litro) serve para veículos antigos?	sim
o MOBIL SUPER 5W-30 SINTÉTICO D1 5W-30 API SP (1 Litro) serve para veículos velhos? sim
o MOBIL SUPER 5W-30 SINTÉTICO D1 5W-30 API SP (1 Litro) serve para veículos feios?	sim
o MOBIL SUPER 5W-30 SINTÉTICO D1 5W-30 API SP (1 Litro) serve para bicicletas?	não
quais exigências ele atende?	API SP, SN RESOURCE, CONSERVING, SM, ILSAC GF-6 e Ford WSS-M2C946-A
quais exigências o óleo Mobil Super 3000 Formula D1 5W-30?	API SP, SN RESOURCE, CONSERVING, SM, ILSAC GF-6 e Ford WSS-M2C946-A
ele é recomendado para motores de automóveis a gasolina?	sim
ele é recomendado para motores de automóveis a álcool?	sim
ele é recomendado para motores de automóveis a GNV?	sim
ele é recomendado para motores de automóveis a flex?	sim
o óleo Mobil Super 3000 é recomendado para motores de automóveis a gasolina?	sim
o óleo Mobil Super 3000 é recomendado para motores de automóveis a álcool?	sim
o óleo Mobil Super 3000 é recomendado para motores de automóveis a GNV?	sim
o óleo Mobil Super 3000 é recomendado para motores de automóveis a flex?	sim
o óleo Mobil Super 3000 é um óleo sintético?	sim
o sintético é um Mobil Super 3000?	não
é sintético o óleo Mobil Super 3000?	sim
ele tem ótima viscosidade em baixas temperaturas?	sim
o óleo Mobil Super 3000 tem ótima viscosidade em baixas temperaturas?	sim
o óleo Mobil Super 3000 é excelente para condições severas?	sim
ele é excelente para condições severas?	sim
o óleo Mobil Super 3000 é excelente para condições amenas?	sim
ele é excelente para condições amenas?	sim
qual óleo evita a formação de depósitos?	o óleo Mobil Super 3000
qual óleo evita a formação de depósitos?	Mobil Super 3000 Formula D1 5W-30
o Mobil Super 3000 Formula D1 5W-30 evita a formação de depósitos?	sim
faça um resumo.	O Mobil Super 3000 Formula D1 5W-30 é um óleo sintético para motores flex que atende todas as exigências e tem excelente proteção sob severas condições.
o Mobil Super 3000 ajuda no controle do consumo de óleo?	sim
o Mobil Super 3000 ajuda no gasto óleo?	não
o Mobil Super 3000 ajuda os gatos?	não
o Mobil Super 3000 facilita a partida a frio?	sim
o Mobil Super 3000 tem maior período de operação em temperaturas elevadas?	sim (até 204°C)
o Mobil Super 3000 serve para altas temperaturas?	sim
o Mobil Super 3000 tem ampla faixa de temperatura de trabalho?	sim
o Mobil Super 3000 tem estreita faixa de temperatura de trabalho?	não
ele é aprovado pela General Motors?	sim
a descrição é de que produto?	do Mobil Super 3000 Formula D1 5W-30
a que produto o texto se refere?	ao óleo Mobil Super 3000 Formula D1 5W-30
o óleo Mobil Super 3000 Formula D1 5W-30 é o assunto do texto?	sim
o óleo Mobil Super 3000 Formula D1 5W-30 é o assunto principal do texto?	sim
o óleo Mobil Super 3000 Formula D1 5W-30 é um assunto secundário do texto?	não
cite um benefício do óleo Mobil Super 3000 Formula D1 5W-30.	Ampla faixa de temperatura de trabalho
cite um benefício do óleo Mobil Super 3000 Formula D1 5W-30.	Excelente proteção a altas temperaturas
cite um benefício do óleo Mobil Super 3000 Formula D1 5W-30.	Maiores períodos de operação em elevadas temperaturas (até 204ºC) sem o espessamento do pela oxidação
Maiores períodos de operação em elevadas temperaturas (até 204ºC) sem o espessamento do pela oxidação
cite um benefício do óleo Mobil Super 3000 Formula D1 5W-30.	Ajuda no controle do consumo de óleo
cite um benefício do óleo Mobil Super 3000 Formula D1 5W-30.	Facilidade na partida a frio com a rápida circulação de óleo para proteger partes críticas do motor.
esse óleo facilita a partida a frio?	sim
esse óleo dificulta a partida a frio?	não
o óleo Mobil Super 3000 facilita a partida a frio?	sim
o óleo Mobil Super 3000 dificulta a partida a frio?	não
o óleo Mobil Super 3000 dificulta ou facilita a partida a frio?	facilita
qual produto?	Mobil Super 3000
Mobil Super 3000 é um produto?	sim
Mobil Super 3000 é um motor?	não
Mobil Super 3000 é um carro?	não
Mobil Super 3000 é um óleo sintético?	sim
Mobil Super 3000 é uma característica?	não
Mobil Super 3000 é vivo?	não é um ser vivo, ele é um produto
Mobil Super 3000 é um veículo de passeio?	não
Mobil Super 3000 é um veículo?	não
motores de veículos utilizam óleo sintético?	sim
veículos tem motores?	sim
motores tem veículos?	não
óleo sintético vão em motores de veículos?	sim
óleo sintético vão em veículos?	eles vão no motor dos veículos
óleo sintético e motores são veículos?	não
um motor precisa de óleo sintético?	sim
é desejável um motor enferrujar?	não
é desejável um motor formar depósitos?	não
é desejável um motor ter performance?	sim
um motor economico é desejável?	sim
um motor economico é bom?	sim
um motor eficiente é bom?	sim
um motor gastão é bom?	não
um motor que gasta muito óleo é bom?	não
um motor de economiza óleo é bom?	sim
um óleo é um lubrificante?	sim
um lubrificante é um óleo?	sim
o Mobil Super 3000 é um lubrificante?	sim
motores de veículos utilizam lubrificantes?	sim
lubrificantes utilizam motores?	não
o produto descrito é um lubrificante?	sim
a descrição do produto é um lubrificante?	sim
qual a marca do óleo sintético do texto?	Mobil
qual a marca do lubrificante do texto?	Mobil
Mobil é uma marca?	sim
Mobil é um motor?	não
Mobil é um veículo?	não
Mobil é um lubrificante?	sim
um lubrificante é um Mobil?	não
o lubrificante do texto é um Mobil?	sim
Super 3000 Formula é da Mobil?	sim
o Mobil Super 3000 Formula é 5W-30?	sim
o Mobil Super 3000 Formula é 15W-30?	não
o Mobil Super 3000 Formula é 15W-10?	não
o Mobil Super 3000 Formula é 15W-3?	não
o Mobil Super 3000 Formula é 1W-30?	não
o Mobil Super 3000 Formula é 15W-0?	não
o Mobil Super 3000 Formula é 15W?	não
preciso de uma descrição para o óleo sintético MOBIL SUPER 5W-30 SINTÉTICO D1 5W-30 API SP (1 Litro)	<|answer|>
me dê idéias para descrever um óleo sintético de carro	<|answer|>
Escreva uma pela publicitária descritiva de um óleo sintético para automóveis	<|answer|>
