
Quem estava brincando com a bola?	O macaco estava brincando com a bola.
O que aconteceu com a bola?	A bola bateu no pé do macaco e caiu no mato.
O que o macaco fez quando a bola caiu no mato?	O macaco pulou e disse: "Eu pego você, bola maluca!"
O que o macaco fez com a bola?	O macaco deu um peteleco na bola.
Onde a bola caiu depois que o macaco deu um peteleco nela?	A bola caiu na cauda do gato e rolou de novo para o mato.
O que o macaco estava fazendo?	O macaco estava brincando com a bola. 
O que aconteceu quando a bola bateu no pé do macaco?	A bola caiu no mato. 
Como o macaco reagiu quando a bola caiu no mato?	O macaco pulou e disse: "Eu pego você, bola maluca!" 
O que o macaco fez em seguida?	O macaco deu um peteleco na bola. 
Onde a bola caiu após o peteleco do macaco?	A bola caiu na cauda do gato. 
O que aconteceu com a bola depois de cair na cauda do gato?	A bola rolou de novo para o mato. 
O que o macaco disse após a bola rolar de novo para o mato?	Essa pergunta não é respondida no texto. 
O gato estava presente durante a brincadeira do macaco?	Não temos informações sobre a presença do gato antes desse trecho do texto. 
O macaco conseguiu pegar a bola após o peteleco?	Não sabemos se o macaco conseguiu pegar a bola após o peteleco. 
O gato ficou bravo quando a bola caiu em sua cauda?	Não temos informações sobre a reação do gato após a bola cair em sua cauda. 
O macaco estava sozinho durante essa cena?	Não temos informações sobre a presença de outros animais ou personagens além do macaco, bola e gato. 
O mato era grande?	Não sabemos a extensão do mato mencionado no texto. 
Por que o macaco chamou a bola de "bola maluca"?	O motivo pelo qual o macaco chamou a bola de "bola maluca" não é explicado no texto. 
A cena do macaco brincando com a bola se passou em um ambiente natural?	Sim, pelo contexto do mato e do gato presente, podemos inferir que a cena ocorreu em um ambiente natural. 
O macaco estava em perigo ao brincar com a bola?	Não sabemos se o macaco estava em perigo ao brincar com a bola.
Qual o nome do macaco?	Não há essa informação no texto
Qual o nome do gato?	Não há essa informação no texto
O Gato estava estava brincando com o macaco?	Não está claro se o gato estava brincando com o macaco, provavelmente não.
O gato é maluco?	Não
O macaco é maluco?	Não
O mato é maluco?	Não
O gato rolou para o mato?	Não, quem rolou foi a bola depois de bater no rabo do gato
O macaco foi ao mato?	Sim, para dar um peteleco na bola
Porque o macaco foi ao mato?	Para recuperar a bola
A bola deu um peteleco no macaco?	não
A bola deu um peteleco no gato?	não
O gato deu um peteleco no macaco?	não
O macaco deu um peteleco no gato?	não
Peteleco é o mesmo que chute?	Sim
O gato miou?	O texto não diz nada sobre o gato ter miado
Há um cachorro no texto?	não
Há um rato no texto?	não
Há um macaco no texto?	sim
Há um gato no texto?	sim
Há uma bola no texto?	sim
Há uma avião no texto?	não
Há um iphone no texto?	não
Há animais no texto?	sim, o macaco e o gato
Não há animais no texto?	não, pois há o macaco e o gato que são animais
Há algum objeto no texto?	sim, a bola
Quantos animais tem no texto?	2, o macaco e o gato
Quantas bolas tem no texto?	1 bola
A cauda era de quem?	Do gato
A cauda era da bola?	não, bolas não tem caudas

