qual o assunto do texto?	provavelmente informações sobre uma estação de trens e metrô
qual o horário de funcionamento?	04h40 às 00h00
qual os dias de funcionamento?	Todos os dias
todo dia funciona?	sim
todo o dia funciona?	não, apenas das 04h40 às 00h00
funciona de madrugada?	não
funciona durante o dia	sim
qual a localização?	Rua Jequitibás, 80
qual a localização da estação Jabaquara	Rua Jequitibás, 80
o que tem no endereço Rua Jequitibás, 80?	A estação Jabaquara
o que podemos encontrar nessa estação?	Balcão de Informações, Caixa de Sugestões, Elevador, Sanitários e Wi-Fi
na estação Jabaquara tem Wifi	sim
na estação jabaquara tem elevador?	sim
na estação jabaquara tem banheiro?	sim
tem banheiro na estação jabaquara	sim tem
é um texto informativo?	sim
é um texto sexual?	não
é um poema?	não
é um conto infantil?	Não
qual o nome da estação?	jabaquara
qual o nome da estação	jabaquara
