O Cartório do RGI pode exigir o comprovante de pagamento do ITBI mesmo se o Tabelião já tiver confirmado isso na Escritura?	De acordo com a legislação, o Cartório do RGI tem a obrigação de fiscalizar o pagamento de impostos relacionados aos atos registrados, incluindo o ITBI. No entanto, a Fé Pública conferida pelo Tabelião na Escritura deve prevalecer, e a exigência de comprovante de pagamento do ITBI pelo Cartório seria uma violação desse princípio.
Quais são as obrigações dos Notários e Oficiais de Registro referentes aos impostos incidentes sobre os atos que praticam?	Segundo a Lei de Notários e Registradores, os Notários e Oficiais de Registro têm o dever de fiscalizar o recolhimento dos impostos incidentes sobre os atos que devem praticar, incluindo a verificação do pagamento do ITBI e outros tributos.
O que é a Fé Pública no Direito Notarial e Registral?	A Fé Pública no Direito Notarial e Registral é a autoridade legítima atribuída aos Tabeliães e outros agentes públicos, como juízes e registradores, para atestar a autenticidade e veracidade dos atos, fatos e documentos que ocorrem ou são produzidos em sua presença ou com sua participação. Essa Fé Pública garante a confiança da coletividade nos atos notariais e impede que sejam considerados nulos ou falsos sem um procedimento judicial adequado para comprovar isso.
O Tabelião é obrigado a atestar o pagamento dos impostos devidos pela prática do ato notarial?	Sim, é obrigação do Tabelião atestar no ato notarial o pagamento dos tributos devidos pela prática do ato, como o ITBI. Isso está previsto no artigo 320 do NCN e no artigo 348 da mesma norma.
O comprovante de recolhimento do ITBI é exigido para o registro de Escrituras Públicas?	O comprovante de recolhimento do ITBI não deve ser exigido para o registro de Escrituras Públicas, desde que o Tabelião tenha certificado no próprio instrumento o pagamento do imposto, como determina o artigo 1.103 do NCN. A certificação feita pelo Tabelião é suficiente como prova do recolhimento do imposto.
A exigência de comprovante de pagamento do ITBI pelo Cartório seria uma violação da Fé Pública conferida pelo Tabelião?	Sim, a exigência de comprovante de pagamento do ITBI pelo Cartório seria uma violação da Fé Pública conferida pelo Tabelião na Escritura. A Fé Pública do Tabelião deve ser respeitada e prevalecer, e negar vigência a ela seria uma conduta repudiável e que desrespeita os princípios registrais.
A legislação permite o registro de Escrituras sem a apresentação de comprovante de pagamento do ITBI?	Sim, a legislação permite o registro de Escrituras sem a apresentação de comprovante de pagamento do ITBI, desde que o Tabelião tenha certificado no próprio instrumento o pagamento do imposto, conforme previsto no artigo 1.103 do NCN.
Qual a importância do princípio do acesso ao registro no contexto dessa discussão?	O princípio do acesso ao registro é importante nessa discussão pois garante que os interessados tenham acesso aos registros públicos de forma efetiva. Exigir comprovante de pagamento do ITBI para o registro de Escrituras pode dificultar o acesso ao registro e prejudicar os direitos dos interessados.
A exigência de comprovante de pagamento do ITBI para registro de Escritura está de acordo com as recentes decisões judiciais?	As recentes decisões judiciais têm afastado a exigência de comprovante de pagamento do ITBI para registro de Escrituras, considerando que a certificação feita pelo Tabelião no próprio instrumento é suficiente como prova do recolhimento do imposto. Essas decisões confirmam a validade da Fé Pública conferida pelo Tabelião.
O que é a Lei de Registros Públicos e qual a sua relação com a fiscalização do pagamento de impostos nos atos registrados?	A Lei de Registros Públicos estabelece as normas e procedimentos relativos aos registros públicos, incluindo o registro de Escrituras Públicas. Ela prevê a obrigação dos Registradores de fiscalizar o pagamento dos impostos devidos pelos atos que lhes são apresentados para registro, como o ITBI. Isso está previsto no artigo 289 da referida lei.
quem escreveu o artigo?	Julio Martins
qual a data de publicação?	23/07/2023
o artigo foi atualizado?	sim, em 28/07/2023
qual a questão do artigo?	O Cartório do RGI pode exigir o comprovante de pagamento do ITBI mesmo se o Tabelião já tiver confirmado isso na Escritura?
o texto é de direito?	sim
o texto é publicitário?	não
o texto é sobre mulheres?	não
o artigo é sobre futebol?	não
o artigo é sobre Direito Penal?	não
o artigo é sobre Direito Civil?	sim
o artigo é sobre Direito Tributário?	sim
quais as palavras chaves do texto?	ITBI, Cartórios, Escritura, Comprovante de pagamento
