do que se trata o texto?	é uma questão de concurso da banca CESPE
qual a banca?	CESPE
qual o ano?	2018
qual o número da questão?	20
a questão é de que área?	lógica proposicional
a questão é de que área?	lógica
de que área é a questão?	lógica
o gabarito da questão é certo ou errado?	certo
qual é a sentença?	“No Livro dos Heróis da Pátria consta o nome de Francisco José do Nascimento, o Dragão do Mar, por sua atuação como líder abolicionista no estado do Ceará.” 
a sentença é uma proposição simples?	sim
a sentença é uma proposição composta?	não
qual a alternativa C?	Certo
qual a alternativa E?	Errado
qual o comentário da questão?	"O CESPE considera que se a proposição tem apenas um verbo, ela é proposição simples."
o comentário ajuda a resolver a questão?	sim
qual o gabarito da questão?	C
qual o gabarito da questão?	Certo
o que deve ser julgado?	se é verdade que a sentença “No Livro dos Heróis da Pátria consta o nome de Francisco José do Nascimento, o Dragão do Mar, por sua atuação como líder abolicionista no estado do Ceará.” é uma proposição simples
Dragão do Mar se refere a quem ou o que?	se refere a como é conhecido Francisco José do Nascimento
“No Livro dos Heróis da Pátria consta o nome de Francisco José do Nascimento, o Dragão do Mar, por sua atuação como líder abolicionista no estado do Ceará.” é uma proposição simples?	sim
“No Livro dos Heróis da Pátria consta o nome de Francisco José do Nascimento, o Dragão do Mar, por sua atuação como líder abolicionista no estado do Ceará.” é uma proposição composta?	não
porque a sentença é uma proposição simples?	porque o CESPE considera somente proposições simples as que tem um único verbo
porque a sentença não é uma proposição composta?	a sentença só tem um verbo
qual o verbo da sentença?	consta





