qual a moral da história?	a mentira pode trazer consequências bem sérias!
qual a função do garoto?	ele cuidava de um rebanho de ovelhas
porque o menino estava chorando?	porque as pessoas não vieram ajudar ele
as pessoas gostaram das atitutes do garoto?	não
oque o garoto fez para passar o tédio?	mentiu para as pessoas para deixá-las apavoradas
depois das brincadeiras do garoto as pessoas acreditavam nele?	não
as pessoas gostaram da brincadeira do garoto?	não e deram bronca nele
a brincadeira do garoto saudável?	não e era perigosa
qual o nome do garoto?	o texto não fornece essa resposta
qual foi a bronca que o garoto levou?	'Não faça mais isso! Se não há lobo, não grite 'lobo''
o menino aceitou a bronca?	não, ele continuou a rir e ainda repetiu a brincadeira
quem o lobo perseguiu?	as ovelhas
as ovelhas foram perseguidas por quem?	pelo lobo
quem cuidava das ovelhas?	o garoto
quem cuidava das ovelhas?	o menino
quem cuidava do lobo?	ninguém, o lobo não é domesticado
o que o garoto disse aos vizinhos quando eles não vieram lhe ajudar?	"Por que vocês não vieram quando eu gritei que havia um lobo?"
o que o velho aldeão disse ao garoto?	'As pessoas não acreditam em mentirosos mesmo quando dizem a verdade. Vamos embora, amanhã de manhã vamos procurar as ovelhas'.
o velho aldeão é um vizinho do garoto?	sim
o velho aldeão é um lobo?	não
o velho aldeão é o garoto?	não
os vizinhos estão próximos ao garoto?	sim
o que a mentira pode trazer?	consequências bem sérias
quais foram as consequências do garoto mentir?	quando um lobo de verdade apareceu ninguém veio ajudá-lo
porque as pessoas não foram ajudar o garoto?	porque ele mentiu antes e ninguém levava mais a sério o que ele diz
