O que é o romantismo?	O romantismo é um movimento artístico e intelectual que se originou na Europa no final do século XVIII.
Quando o romantismo atingiu seu auge na maior parte da Europa?	O romantismo atingiu seu auge entre aproximadamente 1800 e 1850.
Quais são as características do romantismo?	O romantismo é caracterizado pela ênfase na emoção e individualismo, bem como na glorificação do passado e da natureza, preferindo o medieval ao clássico.
Por que o romantismo surgiu como um movimento artístico e intelectual?	Em parte, o romantismo surgiu como reação à Revolução Industrial e à ideologia predominante da Era do Iluminismo.
Quais áreas artísticas foram mais fortemente influenciadas pelo romantismo?	O romantismo foi incorporado mais fortemente nas artes visuais, na música e na literatura.
Além das artes, onde mais o romantismo teve impacto?	O romantismo teve um grande impacto na historiografia, na educação, no xadrez, nas ciências sociais e nas ciências naturais.
Qual foi o efeito do romantismo na política?	O pensamento romântico influenciou o conservadorismo, o liberalismo, o radicalismo e o nacionalismo na política.
Qual era a ênfase principal do romantismo em relação à natureza?	O romantismo glorificava a natureza e valorizava sua importância.
Qual período de tempo é associado ao auge do romantismo?	O auge do romantismo ocorreu entre 1800 e 1850.
O que o romantismo enfatizava em relação à emoção?	O romantismo enfatizava a emoção como uma característica central em obras artísticas e literárias.
Qual foi o contexto histórico que influenciou o surgimento do romantismo?	O romantismo surgiu em parte como reação à Revolução Industrial e à predominância do Iluminismo.
Além das artes, em que outros campos o romantismo teve impacto?	O romantismo teve impacto na historiografia, educação, xadrez, ciências sociais e ciências naturais.
Como o romantismo influenciou a política?	O pensamento romântico teve influência sobre diferentes movimentos políticos, incluindo o conservadorismo, o liberalismo, o radicalismo e o nacionalismo.
Qual era a atitude do romantismo em relação ao passado?	O romantismo glorificava o passado e valorizava elementos medievais em oposição ao clássico.
Qual era o principal contraste entre o romantismo e a ênfase do Iluminismo?	O romantismo contrastava com o Iluminismo, especialmente na ênfase na emoção, individualismo e na valorização da natureza, em oposição à racionalização científica da natureza promovida pelo Iluminismo.
qual o propósito do texto?	Informar sobre o romantismo
de que se trata o texto?	É um texto informativo sobre o romantismo
qual o autor do texto?	Não ha essa informação no texto
qual a data do texto?	não há essa informação no texto
o texto é neutro?	sim
o texto é positivo?	não
o texto é negativo?	não
o texto é de 1800?	não
o texto é de 1850?	não
o que significam os números entre colchetes?	são referências para o trecho do texto, porém não estão no texto.
o romantismo foi um movimento politico?	sim
o romantismo foi um movimento intelectual?	sim
o romantismo foi um movimento fisico?	não, o romantismo foi um movimento politico e intelectual
o periodo do romantismo valorizou a coletividade?	não, o romantismo dava ênfase a emoção e ao individualismo
o texto fala de xadrez?	não
o texto fala de jogos de tabuleiro?	não
o texto é didático?	sim
o texto é de história?	sim
o texto é publicitário?	não
o texto é um conto erótico?	não
qual era a ideologia predominante?	A Era do Iluminismo
cite uma influência do romantismo	o romantismo influenciou o conservadorismo
cite uma influência do romantismo	o romantismo influenciou o liberalismo
cite uma influência do romantismo	o romantismo influenciou o radicalismo
cite uma influência do romantismo	o romantismo influenciou o nacionalismo
cite consequências do movimento romântico	O romantismo influenciou o conservadorismo, o liberalismo, o radicalismo e o nacionalismo e teve grande impacto nas artes visuais, na música e literatura.
o romantismo deu enfâse à racionalização?	Não, ao contrário, ele era uma reação a racionalização dando enfâse a emoção e ao passado
individualismo e coletivismo são antonimos?	sim
