De quem é o relatório?	do Santander
quem o Santander recomenda?	O Banco do Brasil
Qual o tick do Banco do Brasil?	BBAS3
qual o preço alvo?	R$ 85,00
O preço alvo mudou?	Sim, antes era de R$ 75,00 e agora é de R$ 85,00
Qual o dividend yield esperado do Banco do Brasil?	9,60%
Qual o DY esperado?	9,60%
O Banco do Brasil é um bom pagador de dividendos? Por que?	O Banco do Brasil é um bom pagador de dividendos porque está contido no relatório de recomendações para ações boa pagadoras de dividendos do Santander e seu dividend yield esperado é de 9,60% e seu status é de Top Pick.
Quem assinou o relatório?	Alice Corrêa e Ricardo Peretti
por que é esperado bons dividendos do Banco do Brasil?	Porque a expectativa de lucro líquido para (2024E) é 3,0% acima das expectativas anteriores e devido a um custo de capital próprio mais baixo.
o status de Top Pick garante que o Banco do Brasil seja um bom pagador de dividendos?	Sim
a recomendação é de compra ou venda?	Compra
a recomendação é de venda?	Não, a recomendação é de compra.
A ação BBAS3 é recomendada para quem quer viver de dividendos?	Sim
A ação BBAS3 é recomendada para quem quer dividendos?	Sim
A ação BBAS3 é recomendada para quem quer fazer day trade?	O texto não tem uma posição a essa recomendação.
Qual a fonte dessa informação?	O relatório do Santander assinado por Alice Corrêa e Ricardo Peretti
dê um título para o texto	Santander recomenda compra das ações do Banco do Brasil
qual título sugere para esse texto?	Banco do Brasil é uma boa opção para dividendos em 2024, diz Santander
