O que é Nimesulida?	Nimesulida é um medicamento destinado ao tratamento de uma variedade de condições que requeiram atividade anti-inflamatória (contra a inflamação), analgésica (contra a dor) e antipirética (contra a febre).
do que se trata o texto?	É uma bula sobre o medicamento Nimesulida
qual o assunto do texto?	É a bula do medicamento Nimesulida
Para que serve o Nimesulida e para que é indicado?	Este medicamento é destinado ao tratamento de uma variedade de condições que requeiram atividade anti-inflamatória (contra a inflamação), analgésica (contra a dor) e antipirética (contra a febre).
Como devo usar o Nimesulida?	Nimesulida é um comprimido para se tomar por via oral apenas sobre orientações médicas. Não é recomendado a automedicação. Se os sintomas não desaparecerem em 5 dias entre em contato com o médico.
Como o Nimesulida funciona?	A nimesulida é um medicamento que apresenta propriedades que combatem a inflamação, a dor e a febre, e sua atividade antiinflamatória envolve vários distúrbios. A nimesulida inibe uma enzima chamada cicloxigenase, a qual está relacionada à produção de uma substância chamada prostaglandina, tal controlada faz com que a dor e o metabolismo diminuam.
Quando o Nimesulida não deve ser usado?	Àqueles que tem alergia à nimesulida, histórico de reações de hipersensibilidade, alergia ao ácido acetilsalicílico ou outros anti-inflamatórios, pacientes com distúrbios graves, pacientes com insuficiência cardíaca, pacientes com mal funcionamento dos rins ou do fígado.
Adolescentes podem usar nimesulida?	A nimesulida não deve ser utilizada por crianças menores de 12 anos.
posso dar nimesulida para meu filho?	Nimesulida não deve ser utilizada por crianças menores de 12 anos e sem indicação de um médico.
posso tomar nimesulida?	A nimesulida não deve ser tomada sem indicação de um médico.
Nimesulida é um remédio anti-inflamatório que não deve ser usado por menores de 12 anos e pessoas com doenças graves do fígado ou rins. Quem não pode usar Nimesulida?	Menores de 12 anos e pessoas com doenças graves do fígado ou rins, porém como todo medicamento a automedicação não é recomendada por efeitos adversos raros não listados aqui.
Quais reações mais comuns ao utilizar nimesulida?	Cerca de 10% dos pacientes podem ter Diárreia; Náusea e Vômito, entretanto é recomendável ler as reações incomuns e raras do remédio.
Quais reações incomuns ao utilizar nimesulida?	Cerca de 0.01% e 1% dos pacientes podem ter Prurido; Rash; Sudorese; Constipação; Flatulência; Gastrite; Tonturas e Virtigens; Hipertensão e Edema. Não foram listados as reações raras e muito raras.
Nimesulida é um supositório?	Não, nimesulida é um comprimido de uso oral.
