qual o título do texto?	Aposentado britânico surpreende matemáticos com forma geométrica inédita
qual o autor do texto?	não há informação
qual a data do texto?	postado a 4 horas de uma data desconhecida
quantos anos tem o britânico?	64 anos
de que são os especialistas?	em geometria
qual o tema do artigo?	matemática
qual o tema do texto?	matemática
o texto é romântico?	não
o texto é ficção?	não
o artigo é romântico?	não
o artigo é ficção?	não
o artigo é uma opnião pessoal?	não
qual o nome do britânico?	David Smith
de onde é o britânico?	East Yorkshire
onde mora o britânico David Smith?	East Yorkshire - Inglaterra
o britânico é apaixonado pelo que?	matemática
onde o britânico trabalhava?	em uma gráfica
ele trabalha na data do texto?	não, ele está aposentado
o texto é publicitário?	não
o texto é publicitário?	não. o texto é jornalistico
o texto é jornalistico?	sim
o britânico surpreendeu os especialistas com o que?	 a descoberta que um polígono pode ser montado infinitamente, sem criar a mesma forma em uma escala maior
einstein se refere ao cientista alemão Albert Einstein?	não, no texto e em linguagem matemática einstein vem do alemão “ein stein”, que significa “uma pedra”
einstein se refere à Einstein?	não, no texto e em linguagem matemática einstein vem do alemão “ein stein”, que significa “uma pedra”
quando montado em uma superfície plana uma forma geométrica pode eventualmente formar uma forma maior?	sim
um losango montado em uma superfície plana, pode formar um losango maior?	sim
o que não acontece com o chamado "chapéu" de 13 lados?	o "chapéu" de 13 lados não pode ser montado infinitamente, sem criar a mesma forma em uma escala maior
o que aconteceu a medida que a descoberta foi ganhando popularidade?	os fãs começaram a estampar o polígono em camisetas, ou a assar biscoitos com a forma
quantos polígonos David Smith demonstrou?	2
quantos polígonos David Smith demonstrou?	dois
quais polígonos David Smith demonstrou?	o "chapéu" e o "espectro"
qual a desvantagem do "chapéu"?	a cada sete vezes era necessário girá-lo para evitar a aparição da mesma forma
qual a vantagem do "espectro"?	não é necessário girar o monotilo
quem é o professor de ciência da computação da Universidade de Waterloo, no Canadá?	Craig Kaplan
Craig Kaplan é um	professor de ciência da computação da Universidade de Waterloo, no Canadá
onde fica a Universidade de Waterloo?	no Canadá
liste os matemáticos do texto	Olá, nem todos são matemáticos por formação porém as pessoas do texto que tem conhecimento na área são Doris Schattschneider,Craig Kaplan,Roger Penrose,David Smith
liste as pessoas do artigo	Roger Penrose,David Smith, Doris Schattschneider,Craig Kaplan
liste as pessoas por ordem de aparição no texto	David Smith,Craig Kaplan,Doris Schattschneider,Roger Penrose
quem ganhou o Prêmio Nobel de Física de 2020?	Roger Penrose
liste as mulheres do artigo	Doris Schattschneider
liste os homens do texto	Roger Penrose,Craig Kaplan,David Smith
liste as mulheres do texto	Doris Schattschneider
liste os homens do artigo	Roger Penrose,Craig Kaplan,David Smith
onde fica a Universidade de Morávia?	na Pensilvânia
quem trabalha na Universidade de Morávia?	a matemática Doris Schattschneider
quantos lados tem o "chapéu"?	13 lados
há quantos anos tem sido um desafio descobrir um "einstein"?	há 60 anos

