quem anunciou as medidas?	o ministro Haddad
quem anunciou as medidas?	Haddad
desde quando a equipe econômica tenta saída para aumentar receitas?	desde janeiro
desde quando a equipe econômica tenta saída para aumentar receitas?	janeiro a equipe econômica está tentando
quando foi atualizado o artigo?	há 2 horas de 08/04/2023 15h42
qual a data do artigo?	08/04/2023
qual a data do artigo?	08 de abril de 2023
qual a data do artigo?	08 de abril
qual a data do artigo?	abril
qual a data do artigo?	oito de abril
de quem é a equipe econômica?	do presidente Luiz Inácio Lula da Silva
de quem é a equipe econômica?	do presidente Lula
de quem é a equipe econômica?	do Lula
conforme o artigo o que é o mais alto do mundo?	os juros brasileiros
conforme o artigo o que é o mais alto do mundo?	o patamar dos juros brasileiros
conforme o artigo o que é o mais alto do mundo?	os juros	o presidente Lula endossa o percentual da taxa de juros?	não, o presidente Lula critica o percentual de juros
o presidente Lula endossa o percentual da taxa de juros?	não, o presidente Lula critica o alto valor dos juros
quem comanda o BC?	é comandado por Roberto Campos Neto
quem comanda o BC?	Roberto Campos Neto
quem comanda o BC?	o presidente do BC é o Roberto Campos Neto
quem comanda o Banco Central?	é comandado por Roberto Campos Neto
quem comanda o Banco Central?	Roberto Campos Neto
quem comanda o Banco Central?	o presidente do Banco Central é o Roberto Campos Neto
quem indicou o Roberto Campos Neto?	o ex-presidente Jair Bolsonaro (PL)
quem indicou o Roberto Campos Neto?	Jair Bolsonaro (PL)
quem indicou o Roberto Campos Neto?	Jair Bolsonaro
qual o objetivo da política de juros?	atingir a meta de inflação
qual o objetivo da política de juros?	o atingimento da meta de inflação
a condução da política de juros tem que objetivo?	o atingimento da meta de inflação
a condução da política de juros tem que objetivo?	atingir a meta de inflação
qual o objetivo do governo para 2024?	zerar o déficit fiscal
qual o objetivo do governo para 2024?	o governo visa zerar o déficit fiscal em 2024
o governo visa criar algum imposto?	sim, o imposto sobre exportação de petróleo cru
o governo visa criar algum imposto?	sim, imposto sobre exportação de petróleo
o governo quer acabar com o abono salarial?	o governo cogita o fim do abono salarial
o governo quer acabar com o abono salarial?	sim, mas é uma possibilidade apenas
quem deu entrevista à Folha de S. Paulo?	o ministro da Fazenda Fernando Haddad
quem deu entrevista à Folha de S. Paulo?	o ministro da Fazenda
quem deu entrevista à Folha de S. Paulo?	Haddad
o que haddad espera para o segundo semestre?	uma discussão séria sobre perenidade de regras
quais os efeitos esperado pelo governo no aumento da arrecadação?	reduzir o rombo para as contas do governo deste ano
quais os efeitos esperado pelo governo no aumento da arrecadação?	reduzir o rombo para as contas	quais os efeitos esperado pelo governo no aumento da arrecadação?	reduzir o rombo
