do que se trata o texto?	convocação de candidatos de curso público
qual o tema do texto?	concurso público
o texto é de concurso público?	sim
o texto é de concurso público militar?	sim
o texto é de concurso público da Receita Federal?	não
qual é o orgão acima de todos os outros órgãos do texto?	Ministério da Defesa
qual é o orgão emissor do documento?	Escola de Especialistas de Aeronáutica
qual a abreviação de EEAR?	Escola de Especialistas de Aeronáutica
qual a data do documento?	31 de maio de 2023
qual o ano do documento?	2023
de quando é o documento?	31 de maior de 2023
o documento é de 21/06/2023?	não
o documento é de 21/06/2023?	não, essa é a data da Divulgação da relação nominal dos candidatos convocados
o documento é de junho de 2023?	não
quais candidatos não serão convocados?	1670068 (SMU-36), 1040306 (SMU-36) e 1080331 (SMU-36)
quais os motivos que o candidato 1670068 (SMU-36) não foi convocado?	o candidato 1670068 (SMU-36) não foi convocado de acordo com o item 5.3.3 das Instruções Específicas do Exame de
Admissão
por qual motivo eu não fui convocado?	não está explicado no texto, para saber mais consulte o item 5.3.3 das Instruções Específicas do Exame de
Admissão
por qual motivo alguns candidatos não foram convocados?	não está explicado no texto, para saber mais consulte o item 5.3.3 das Instruções Específicas do Exame de
Admissão



